pid, mode, frame, date, time, thumbTip.x, thumbTip.y, thumbIP.x, thumbIP.y, thumbMP.x, thumbMP.y, thumbCMC.x, thumbCMC.y, thumbTip2.x, thumbTip2.y, thumbIP2.x, thumbIP2.y, thumbMP2.x, thumbMP2.y, thumbCMC2.x, thumbCMC2.y, indexTip.x, indexTip.y, indexPIP.x, indexPIP.y, indexDIP.x, indexDIP.y, indexMCP.x, indexMCP.y, indexTip2.x, indexTip2.y, indexPIP2.x, indexPIP2.y, indexDIP2.x, indexDIP2.y, indexMCP2.x, indexMCP2.y, middleTip.x, middleTip.y, middlePIP.x, middlePIP.y, middleDIP.x, middleDIP.y, middleMCP.x, middleMCP.y, middleTip2.x, middleTip2.y, middlePIP2.x, middlePIP2.y, middleDIP2.x, middleDIP2.y, middleMCP2.x, middleMCP2.y, ringTip.x, ringTip.y, ringPIP.x, ringPIP.y, ringDIP.x, ringDIP.y, ringMCP.x, ringMCP.y, ringTip2.x, ringTip2.y, ringPIP2.x, ringPIP2.y, ringDIP2.x, ringDIP2.y, ringMCP2.x, ringMCP2.y, littleTip.x, littleTip.y, littlePIP.x, littlePIP.y, littleDIP.x, littleDIP.y, littleMCP.x, littleMCP.y, littleTip2.x, littleTip2.y, littlePIP2.x, littlePIP2.y, littleDIP2.x, littleDIP2.y, littleMCP2.x, littleMCP2.y
108, 2, 0, 2023-11-22, 19:59:21.840, 594.0864934921265, 227.36088527739048, 634.6064453125, 172.38096421957016, 608.4653401374817, 212.06102553009987, 618.9640791416168, 189.72864428162575, 353.129820227623, 245.7705508619547, 302.53059899806976, 183.75195249915123, 338.3796116113663, 219.8335871398449, 319.7360463142395, 197.0856735110283, 658.0138597488403, 280.81922912597656, 656.1955471038818, 238.04104863107204, 655.1807317733765, 256.65351201593876, 654.8289794921875, 204.67465467751026, 299.6354755163193, 293.15645986795425, 293.2315785884857, 246.81997479498386, 296.031903386116, 266.2410983145237, 289.8952648639679, 216.6175390034914, 704.993732213974, 292.39704616367817, 687.6822648048401, 244.89839532971382, 695.5822477340698, 267.1639689207077, 676.6590082645416, 207.54591530561447, 260.75098848342896, 307.0763571411371, 263.07037591934204, 254.7903033196926, 263.5596182346344, 280.3481695204973, 267.8612231016159, 223.43338871002197, 720.9325768947601, 284.2995393574238, 704.6210370063782, 238.43270774185658, 712.9757647514343, 259.3619094491005, 690.832592010498, 206.69175846874714, 240.4449325799942, 303.11155077815056, 244.5917431116104, 254.36474041640759, 242.91489243507385, 277.3838218897581, 250.46395635604858, 225.36128021776676, 739.052485704422, 256.3630018234253, 720.8896911144257, 225.82471537590027, 730.8873553276062, 239.53747141361237, 702.54607629776, 202.6764557659626, 215.49957406520844, 276.0527308732271, 227.32280039787292, 243.75535318255424, 221.3890916109085, 257.47157771885395, 240.52495455741882, 225.73297202587128
108, 2, 1, 2023-11-22, 19:59:21.880, 595.2477426528931, 229.36005286872387, 635.8916854858398, 174.06790444254875, 609.8726270198822, 213.97882401943207, 620.3239250183105, 191.5245766043663, 354.26401579380035, 247.25388084352016, 304.82659924030304, 186.6549295783043, 339.9180278778076, 221.42937771975994, 321.8960008621216, 199.86947172880173, 660.2167000770569, 282.75855730473995, 657.5538930892944, 239.7128961980343, 656.7309527397156, 258.62715020775795, 656.6196274757385, 206.07427197694778, 300.9446028470993, 294.79324747622013, 294.7046662569046, 248.24030934274197, 297.4953806400299, 267.84835681319237, 291.5382846593857, 217.52116100490093, 707.7736418247223, 295.3739553838968, 689.430526971817, 246.7540733218193, 697.6146559715271, 270.09753753244877, 678.1481781005859, 208.115749001503, 262.62074184417725, 308.68580298125744, 264.7123124599457, 255.35844963788986, 265.39198541641235, 281.2752273231745, 269.3936675786972, 224.13690021634102, 723.3867878913879, 286.2850204408169, 706.3753542900085, 240.0344666391611, 714.9975070953369, 261.57206174731255, 691.8558511734009, 206.96464493870735, 242.25577354431152, 304.5627580881119, 246.72119987010956, 255.7736382931471, 244.94449532032013, 278.83596663177013, 252.17283248901367, 226.67790353298187, 740.6014289855957, 258.5548741966486, 722.4375789165497, 227.0591883957386, 732.590009689331, 241.55954359471798, 703.671716928482, 203.00374454259872, 216.52724957466125, 278.4124035835266, 228.40277767181396, 245.8048921227455, 222.35384112596512, 259.75294360518456, 241.62856900691986, 227.9327188283205
108, 2, 2, 2023-11-22, 19:59:21.910, 595.7886478900909, 228.86124527454376, 635.5894296169281, 174.1574604511261, 610.2070472240448, 213.5630416572094, 620.4184737205505, 191.22187979519367, 355.09165024757385, 246.86728386580944, 305.04683327674866, 185.60794296860695, 340.19439673423767, 221.24479734897614, 321.7211802005768, 198.63524869084358, 659.6026334762573, 282.2179714888334, 657.8004863262177, 239.13603176176548, 656.697732925415, 257.8233334720135, 656.2063796520233, 205.7771060168743, 301.196417927742, 293.85778403282166, 295.4669443368912, 247.78765465319157, 298.1239184141159, 267.3426747173071, 292.7315870523453, 216.8993310779333, 707.3848366737366, 294.3134385049343, 689.1989326477051, 245.95909969508648, 697.343897819519, 269.01770955324173, 677.524778842926, 207.59216195344925, 263.25705683231354, 308.20140059292316, 265.52833664417267, 254.9073260873556, 265.98902547359467, 280.8778186291456, 270.60080230236053, 224.1778347492218, 723.3620119094849, 285.9502322077751, 706.0624325275421, 239.23802436888218, 714.774745464325, 260.97448006272316, 691.2921142578125, 206.15717221796513, 242.90753185749054, 303.98536244034767, 247.64810490608215, 255.2820489257574, 245.6816085577011, 278.2715700417757, 253.19631385803223, 226.5660991370678, 740.1323518753052, 258.0482234209776, 720.8302509784698, 225.4024334847927, 731.9513893127441, 240.56674055755138, 702.7272298336029, 201.63328137993813, 217.60331046581268, 277.8514754921198, 229.70244735479355, 245.1394716054201, 223.4344294667244, 259.0340269654989, 242.67124342918396, 227.6986732929945
108, 2, 3, 2023-11-22, 19:59:21.941, 595.1273069381714, 230.21889686584473, 637.1442058086395, 174.36513289809227, 610.073056936264, 214.90419444441795, 620.5123002529144, 192.13390743732452, 354.8336133956909, 247.16688714921474, 305.6992859840393, 186.32473476231098, 340.2751408815384, 221.4734682738781, 322.7782424688339, 199.8390989303589, 660.2714738845825, 284.2220449745655, 657.4200694561005, 240.0105308741331, 656.5349669456482, 259.11942702531815, 656.3792004585266, 207.60641092061996, 301.1205623149872, 294.0533011108637, 295.24721026420593, 247.848087772727, 297.87599194049835, 267.4537291675806, 292.3791959285736, 217.03619615733624, 707.508661031723, 295.4988213330507, 689.2738716602325, 247.29472163319588, 697.2176291942596, 269.95029820501804, 678.378883600235, 210.017329916358, 262.41708993911743, 308.49484807252884, 265.4982832670212, 255.37372978031635, 265.8594237565994, 280.96281246840954, 270.30121290683746, 224.1798346042633, 723.6519908905029, 287.590988278389, 706.2585849761963, 240.6875130534172, 715.090389251709, 262.29079090058804, 692.2207136154175, 208.58633989095688, 242.17489051818848, 304.4054569900036, 247.51144814491272, 255.6130249351263, 245.4725126028061, 278.23294784128666, 253.1013207435608, 227.04259584844112, 740.6355376243591, 259.28553998470306, 721.9924445152283, 227.2478622198105, 732.342472076416, 241.91739265620708, 703.7549331188202, 204.2628720253706, 216.25531095266342, 278.1327363550663, 228.97702771425247, 245.51135089993477, 222.53854995965958, 259.3573785275221, 242.18708407878876, 228.17442005872726
108, 2, 4, 2023-11-22, 19:59:21.974, 593.4647052288055, 230.81197887659073, 635.2747857570648, 174.91918648779392, 609.0254662036896, 215.05287116765976, 619.0976250171661, 192.94334876537323, 353.1859828233719, 247.87189854681492, 303.31706976890564, 186.37801215052605, 337.98647344112396, 222.50598718225956, 319.80651342868805, 199.68170408904552, 658.9060173034668, 283.5476876050234, 655.8102416992188, 240.67092050611973, 655.3912165164948, 259.4034376889467, 655.0959045886993, 207.62997171282768, 299.5840903520584, 295.34323886036873, 293.66629707813263, 248.90707351267338, 296.35893523693085, 268.57983504235744, 290.93821704387665, 218.24542100727558, 705.6994588375092, 295.7645833194256, 688.0054636001587, 247.75196973979473, 696.0496582984924, 270.3378638625145, 676.8096084594727, 209.94574135541916, 260.8945336341858, 309.62089145183563, 263.24189126491547, 256.5477384328842, 263.67535984516144, 282.05376464128494, 268.37813007831573, 225.68106953799725, 721.0988981723785, 287.20117278397083, 705.0281186103821, 241.40896075963974, 713.0880899429321, 262.62739150226116, 690.9523055553436, 209.31847432255745, 240.69580328464508, 305.4368197321892, 245.35260462760925, 256.49992939829826, 243.42910516262054, 279.5841936469078, 251.11015951633453, 227.8970651626587, 739.4556787014008, 259.5338344871998, 721.3326590061188, 228.90271101891994, 731.2337191104889, 242.53744146227837, 702.9111609458923, 205.9449063539505, 215.2281492948532, 279.21428295969963, 227.42058497667313, 246.48121809959412, 221.16731601953506, 260.40823985636234, 240.431072473526, 229.14903691411018
108, 2, 5, 2023-11-22, 19:59:22.007, 591.7349972724915, 231.01358926296234, 632.681973695755, 175.2273828983307, 606.3799357414246, 215.39712746441364, 616.8596761226654, 192.8481056690216, 353.57034385204315, 248.66102884709835, 302.49615705013275, 186.31151697039604, 338.1142141819, 223.33080239593983, 319.50031340122223, 200.32531368732452, 656.3514802455902, 284.30403903126717, 654.4254531860352, 241.350808724761, 653.5583493709564, 260.2223158329725, 652.8449010848999, 208.11653019487858, 298.8751139640808, 294.95601692795753, 293.2907409667969, 249.003660261631, 295.9699078798294, 268.29513692855835, 290.2139917612076, 218.71607439219952, 703.5887229442596, 296.21945659816265, 685.901282787323, 248.25440207123756, 693.9108688831329, 270.56544111669064, 674.147801399231, 209.61470285058022, 260.321519613266, 309.788941770792, 263.3409674167633, 256.94327226281166, 263.5969488620758, 282.3817408680916, 267.8919153213501, 225.90914675593376, 719.1354293823242, 288.075078189373, 702.7897253036499, 241.09976442158222, 711.0549595355988, 262.65876422822475, 688.2390577793121, 209.09192824363708, 240.0684598684311, 305.66736552119255, 245.16128516197205, 257.5331982523203, 243.2835601568222, 279.8203327804804, 250.26783168315887, 229.1003841906786, 737.9378998279572, 260.2213159054518, 719.2970843315125, 229.2539668083191, 729.4632363319397, 242.91841384768486, 700.6036615371704, 206.92421036958694, 213.77287977933884, 279.1687862575054, 226.25116974115372, 247.25709936022758, 219.76687586307526, 260.9141406863928, 239.41497945785522, 230.44894269108772
108, 2, 6, 2023-11-22, 19:59:22.041, 592.3673403263092, 231.62516993284225, 634.4729549884796, 175.36112320423126, 607.7657797336578, 215.4610290825367, 617.8252727985382, 193.2214848548174, 352.83348059654236, 249.3092318624258, 302.8952114582062, 186.1461852043867, 337.0825389623642, 223.55991078913212, 319.3856828212738, 200.296690762043, 658.0054714679718, 284.7533814609051, 654.4727275371552, 241.39671164751053, 654.1542506217957, 260.1907868683338, 653.4786329269409, 209.28216445446014, 298.744762301445, 296.08940352499485, 293.2339950799942, 250.01833671331406, 295.87677574157715, 269.4666145145893, 290.2370456457138, 219.6257584542036, 704.5694296360016, 296.8558167219162, 686.5739562511444, 248.45345014333725, 694.7289206981659, 271.22579950094223, 675.4987034797668, 211.56990487873554, 260.4134018421173, 310.63234938681126, 263.32916271686554, 257.4498605430126, 263.55884051322937, 283.26958276331425, 267.7038733959198, 226.76336608827114, 720.6482086181641, 288.35865138471127, 703.5679466724396, 242.09475480020046, 712.1125495433807, 263.4621747434139, 689.7255611419678, 210.83517688512802, 239.81870019435883, 306.56098824739456, 245.06415331363678, 258.0390678346157, 243.311363697052, 280.628305464983, 250.1127873659134, 229.44154696166515, 738.1502177715302, 260.12832264602184, 720.0421969890594, 229.41798616945744, 729.9731438159943, 243.09708839654922, 702.0407795906067, 207.32461884617805, 213.72766083478928, 279.81564562022686, 226.08941757678986, 247.54517222940922, 219.69008976221085, 261.2718335092068, 239.32184731960297, 230.81550987064838
108, 2, 7, 2023-11-22, 19:59:22.076, 591.7447743415833, 230.95203122496605, 632.6656415462494, 175.06308230757713, 606.4763731956482, 215.28029218316078, 617.008220911026, 192.71280297636986, 353.102961063385, 249.33826100826263, 304.12153923511505, 187.530866086483, 336.96393644809723, 223.8503272384405, 320.6207877397537, 201.29261857271194, 656.4243638515472, 284.1567372083664, 654.5720536708832, 241.1629160940647, 653.637176990509, 259.9050263315439, 653.0721623897552, 208.24192735552788, 299.1948685646057, 295.9509135633707, 293.6054403781891, 250.08976903557777, 296.3340759277344, 269.3833705484867, 290.89183151721954, 220.32951994240284, 703.6055550575256, 296.2852018326521, 686.0638265609741, 248.28033769130707, 694.0283603668213, 270.7980805039406, 674.4849991798401, 210.04523414373398, 260.7415169477463, 310.21453592181206, 263.9658943414688, 257.39442706108093, 264.23618030548096, 282.99922735989094, 268.66574811935425, 226.89551275968552, 719.1903698444366, 287.97458547353745, 703.1158683300018, 241.64791218936443, 711.3411610126495, 262.74375806748867, 688.8904550075531, 209.78162825107574, 240.11712300777435, 306.3322860747576, 245.84459674358368, 258.00428910553455, 243.86601793766022, 280.5520922392607, 251.4876321554184, 229.57634969055653, 738.0483918190002, 260.1370720118284, 720.0486409664154, 229.96000938117504, 729.873984336853, 243.25638934969902, 701.5756466388702, 207.50063733756542, 214.34097748994827, 279.74249467253685, 226.78856134414673, 247.60079319775105, 220.3771510720253, 261.2554909437895, 240.28491640090942, 230.88456736505032
108, 2, 8, 2023-11-22, 19:59:22.107, 591.7888822555542, 230.84003934264183, 632.3925502300262, 175.0692693591118, 606.3591039180756, 215.09461814165115, 616.8752861022949, 192.54506513476372, 352.45853555202484, 249.2074892371893, 304.2100328207016, 187.01640337705612, 336.3406205177307, 223.49200946092606, 320.646591424942, 200.683662712574, 655.9670081138611, 284.0029983520508, 653.912823677063, 241.0238011777401, 653.1800990104675, 259.88652767241, 652.8034596443176, 208.4942215681076, 299.0604338645935, 296.4083491563797, 293.59896862506866, 249.94559198617935, 296.17272651195526, 269.7300016731024, 291.2374175786972, 219.82436905801296, 703.0687050819397, 295.8336095660925, 685.6720216274261, 248.28402492403984, 693.6793301105499, 270.3616746366024, 674.041975736618, 210.35252436995506, 260.60363805294037, 310.594789609313, 263.7063020467758, 257.4016765356064, 263.78279650211334, 283.27770717442036, 268.4074890613556, 226.22574880719185, 718.5866913795471, 287.8591250926256, 702.5192449092865, 241.13694922626019, 710.6897637844086, 262.5728954523802, 688.3459389209747, 209.89015163481236, 239.91327667236328, 306.32650524377823, 245.4485421180725, 257.6071303933859, 243.36333215236664, 280.439475402236, 250.72138214111328, 228.76081505417824, 737.7723562717438, 260.02620504796505, 719.0654900074005, 229.58381789922714, 729.2469186782837, 242.76720605790615, 700.6668236255646, 207.2894338965416, 214.12443763017654, 279.6260656118393, 226.6936515569687, 247.35202997922897, 220.36123555898666, 261.0052278339863, 239.74570548534393, 230.02597334980965
108, 2, 9, 2023-11-22, 19:59:22.139, 591.5072360038757, 231.24122901260853, 632.2051749229431, 175.47786474227905, 606.3039412498474, 215.59811289608479, 616.6395809650421, 192.9385366141796, 350.43712651729584, 249.1867719888687, 303.0150361061096, 187.7254144847393, 334.6899346113205, 223.68390180170536, 319.54044938087463, 201.48866686224937, 655.7734110355377, 284.1730797737837, 654.0147051811218, 241.1441674530506, 653.0123889446259, 260.0165807455778, 652.7272984981537, 208.79316864907742, 297.34186398983, 295.9581942856312, 291.79259955883026, 250.0556465089321, 294.42388105392456, 269.31709410250187, 290.12749803066254, 220.78367452323437, 702.7913362979889, 296.15989841520786, 685.354877948761, 248.44082605838776, 693.2804701328278, 270.78636260330677, 673.824047088623, 210.16100700199604, 258.6887768507004, 309.9858962446451, 262.3901752233505, 257.0289847999811, 262.5188047885895, 282.78008699417114, 267.10558342933655, 226.8181121200323, 718.4010937213898, 287.875592648983, 702.2838730812073, 241.7341559380293, 710.5510516166687, 262.8251896649599, 688.0094633102417, 209.4988674968481, 238.3637501001358, 306.1499867886305, 244.19068884849548, 257.6620639115572, 242.1979444026947, 280.3324831575155, 249.75181353092194, 229.2062202692032, 737.1735663414001, 260.103261962533, 719.0812666416168, 229.72262033820152, 728.9730496406555, 243.1235239803791, 700.7913146018982, 207.5298539698124, 212.36067658662796, 279.24699933826923, 224.9890667796135, 247.17526154220104, 218.59984934329987, 260.9039539247751, 238.81255090236664, 230.10665500164032
